model_name,month_date,target_month,portfolio,portfolio_return_percent,benchmark_return_percent,mean_fund_excess_return_percent,funds,excess_return_percent,excess_difference
Combination,2025-12-01,2026-01-01,2,-3.545922,-3.273242,-0.27268000000000003,4,-0.2726799999999998,2.220446049250313e-16
Combination,2025-12-01,2026-01-01,3,-2.551644,-3.273242,0.721598,4,0.7215980000000002,2.220446049250313e-16
Combination,2025-12-01,2026-01-01,4,-2.635034,-3.2732420000000007,0.638208,5,0.6382080000000006,5.551115123125783e-16
Combination,2025-12-01,2026-01-01,5,-2.7044285,-3.273242,0.5688135,4,0.5688135000000001,1.1102230246251565e-16
Combination,2025-12-01,2026-01-01,6,-1.29271975,-3.273242,1.98052225,4,1.9805222500000002,2.220446049250313e-16
Combination,2025-12-01,2026-01-01,7,-3.435166,-3.273242,-0.16192399999999998,4,-0.16192399999999996,2.7755575615628914e-17
Combination,2025-12-01,2026-01-01,8,-3.2607162,-3.2732420000000007,0.012525800000000054,5,0.012525800000000586,5.325601071248798e-16
Combination,2025-12-01,2026-01-01,9,-4.2294505000000004,-3.273242,-0.9562085,4,-0.9562085000000002,-2.220446049250313e-16
Combination,2025-12-01,2026-01-01,10,-3.503582,-3.273242,-0.23034,4,-0.23034,0.0
Combination,2025-12-01,2026-01-01,11,-3.237385,-3.273242,0.03585700000000003,4,0.03585700000000003,0.0
Combination,2025-12-01,2026-01-01,12,-2.383723,-3.2732420000000007,0.889519,5,0.8895190000000008,8.881784197001252e-16
Combination,2025-12-01,2026-01-01,13,-2.12968425,-3.273242,1.1435577500000003,4,1.1435577500000003,0.0
Combination,2025-12-01,2026-01-01,14,-3.330837,-3.273242,-0.05759500000000001,4,-0.05759499999999962,3.885780586188048e-16
Combination,2025-12-01,2026-01-01,15,-2.32142225,-3.273242,0.9518197499999999,4,0.9518197500000003,4.440892098500626e-16
Combination,2025-12-01,2026-01-01,16,-1.744108,-3.2732420000000007,1.529134,5,1.5291340000000007,6.661338147750939e-16
Combination,2025-12-01,2026-01-01,17,-3.5679815,-3.273242,-0.29473950000000004,4,-0.29473949999999993,1.1102230246251565e-16
Combination,2025-12-01,2026-01-01,18,-3.5306527500000002,-3.273242,-0.2574107500000001,4,-0.25741075,5.551115123125783e-17
Combination,2025-12-01,2026-01-01,19,-2.31153625,-3.273242,0.96170575,4,0.9617057500000001,1.1102230246251565e-16
LightGBM,2024-01-01,2024-02-01,0,3.76603,1.574078,2.1919519999999997,2,2.191952,4.440892098500626e-16
LightGBM,2024-01-01,2024-02-01,1,2.3149995,1.574078,0.7409215,2,0.7409214999999998,-2.220446049250313e-16
LightGBM,2024-01-01,2024-02-01,2,4.29321,1.574078,2.719132,1,2.719132,0.0
LightGBM,2024-01-01,2024-02-01,3,3.616974,1.574078,2.042896,2,2.042896,0.0
LightGBM,2024-01-01,2024-02-01,4,2.999653,1.574078,1.425575,1,1.4255749999999998,-2.220446049250313e-16
LightGBM,2024-01-01,2024-02-01,5,3.488054,1.574078,1.913976,2,1.913976,0.0
LightGBM,2024-01-01,2024-02-01,6,3.9152544999999996,1.574078,2.3411765,2,2.3411764999999995,-4.440892098500626e-16
LightGBM,2024-01-01,2024-02-01,7,0.885235,1.574078,-0.688843,1,-0.6888430000000001,-1.1102230246251565e-16
LightGBM,2024-01-01,2024-02-01,8,2.9727034999999997,1.574078,1.3986255,2,1.3986254999999996,-4.440892098500626e-16
LightGBM,2024-01-01,2024-02-01,9,5.421958,1.574078,3.84788,1,3.84788,0.0
LightGBM,2024-01-01,2024-02-01,10,2.5181185000000004,1.574078,0.9440405,2,0.9440405000000003,3.3306690738754696e-16
LightGBM,2024-01-01,2024-02-01,11,2.767063,1.574078,1.192985,2,1.1929849999999997,-2.220446049250313e-16
LightGBM,2024-01-01,2024-02-01,12,3.343363,1.574078,1.769285,1,1.769285,0.0
LightGBM,2024-01-01,2024-02-01,13,4.448939,1.574078,2.874861,2,2.874861,0.0
LightGBM,2024-01-01,2024-02-01,14,1.89555,1.574078,0.321472,1,0.321472,0.0
LightGBM,2024-01-01,2024-02-01,15,4.3796095,1.574078,2.8055315,2,2.8055315,0.0
LightGBM,2024-01-01,2024-02-01,16,3.1092975000000003,1.574078,1.5352195,2,1.5352195000000002,2.220446049250313e-16
LightGBM,2024-01-01,2024-02-01,17,3.724196,1.574078,2.150118,1,2.150118,0.0
LightGBM,2024-01-01,2024-02-01,18,3.698333,1.574078,2.124255,2,2.124255,0.0
LightGBM,2024-01-01,2024-02-01,19,2.61172,1.574078,1.037642,1,1.037642,0.0
LightGBM,2024-02-01,2024-03-01,0,-0.4302455,3.2e-05,-0.4302775,2,-0.4302775,0.0
LightGBM,2024-02-01,2024-03-01,1,-1.3784645000000002,3.2e-05,-1.3784965,2,-1.3784965000000002,-2.220446049250313e-16
LightGBM,2024-02-01,2024-03-01,2,0.116542,3.2e-05,0.11651,1,0.11651,0.0
LightGBM,2024-02-01,2024-03-01,3,-1.260797,3.2e-05,-1.260829,2,-1.260829,0.0
LightGBM,2024-02-01,2024-03-01,4,-0.355827,3.2e-05,-0.355859,1,-0.355859,0.0
LightGBM,2024-02-01,2024-03-01,5,-0.301675,3.2e-05,-0.301707,2,-0.301707,0.0
LightGBM,2024-02-01,2024-03-01,6,-0.562837,3.2e-05,-0.5628690000000001,2,-0.5628690000000001,0.0
LightGBM,2024-02-01,2024-03-01,7,0.36384,3.2e-05,0.363808,1,0.363808,0.0
LightGBM,2024-02-01,2024-03-01,8,0.6040915,3.2e-05,0.6040595,2,0.6040595,0.0
LightGBM,2024-02-01,2024-03-01,9,-2.030433,3.2e-05,-2.030465,1,-2.030465,0.0
LightGBM,2024-02-01,2024-03-01,10,0.9970025,3.2e-05,0.9969705,2,0.9969705,0.0
LightGBM,2024-02-01,2024-03-01,11,0.8464404999999999,3.2e-05,0.8464084999999999,2,0.8464084999999999,0.0
LightGBM,2024-02-01,2024-03-01,12,0.275848,3.2e-05,0.275816,1,0.275816,0.0
LightGBM,2024-02-01,2024-03-01,13,-1.354479,3.2e-05,-1.354511,2,-1.354511,0.0
LightGBM,2024-02-01,2024-03-01,14,-0.540696,3.2e-05,-0.540728,1,-0.540728,0.0
LightGBM,2024-02-01,2024-03-01,15,0.5447255,3.2e-05,0.5446934999999999,2,0.5446934999999999,0.0
LightGBM,2024-02-01,2024-03-01,16,-0.922925,3.2e-05,-0.922957,2,-0.922957,0.0
LightGBM,2024-02-01,2024-03-01,17,1.792414,3.2e-05,1.792382,1,1.792382,0.0
LightGBM,2024-02-01,2024-03-01,18,0.5957095,3.2e-05,0.5956775,2,0.5956775,0.0
LightGBM,2024-02-01,2024-03-01,19,-0.620759,3.2e-05,-0.620791,1,-0.620791,0.0
LightGBM,2024-03-01,2024-04-01,0,3.001215,4.533622,-1.532407,2,-1.532407,0.0
LightGBM,2024-03-01,2024-04-01,1,4.205793,4.533622,-0.32782900000000004,2,-0.32782900000000037,-3.3306690738754696e-16
LightGBM,2024-03-01,2024-04-01,2,3.897104,4.533622,-0.636518,1,-0.6365180000000001,-1.1102230246251565e-16
LightGBM,2024-03-01,2024-04-01,3,5.1028205,4.533622,0.5691985000000002,2,0.5691984999999997,-4.440892098500626e-16
LightGBM,2024-03-01,2024-04-01,4,4.623961,4.533622,0.090339,1,0.09033900000000017,1.6653345369377348e-16
LightGBM,2024-03-01,2024-04-01,5,6.970557,4.533622,2.436935,2,2.436935,0.0
LightGBM,2024-03-01,2024-04-01,6,5.3497695,4.533622,0.8161475,2,0.8161474999999996,-4.440892098500626e-16
LightGBM,2024-03-01,2024-04-01,7,3.685504,4.533622,-0.848118,1,-0.8481180000000004,-3.3306690738754696e-16
LightGBM,2024-03-01,2024-04-01,8,2.877915,4.533622,-1.655707,2,-1.6557070000000005,-4.440892098500626e-16
LightGBM,2024-03-01,2024-04-01,9,4.441339,4.533622,-0.092283,1,-0.09228300000000011,-1.1102230246251565e-16
LightGBM,2024-03-01,2024-04-01,10,4.202840500000001,4.533622,-0.33078150000000006,2,-0.3307814999999996,4.440892098500626e-16
LightGBM,2024-03-01,2024-04-01,11,3.066119,4.533622,-1.467503,2,-1.4675030000000002,-2.220446049250313e-16
LightGBM,2024-03-01,2024-04-01,12,3.603967,4.533622,-0.929655,1,-0.9296550000000003,-3.3306690738754696e-16
LightGBM,2024-03-01,2024-04-01,13,3.0426925000000002,4.533622,-1.4909295,2,-1.4909295,0.0
LightGBM,2024-03-01,2024-04-01,14,4.05967,4.533622,-0.473952,1,-0.4739520000000006,-6.106226635438361e-16
LightGBM,2024-03-01,2024-04-01,15,3.8553195,4.533622,-0.6783025,2,-0.6783025000000005,-4.440892098500626e-16
LightGBM,2024-03-01,2024-04-01,16,4.989447999999999,4.533622,0.455826,2,0.4558259999999992,-8.326672684688674e-16
LightGBM,2024-03-01,2024-04-01,17,4.380169,4.533622,-0.153453,1,-0.15345299999999984,1.6653345369377348e-16
LightGBM,2024-03-01,2024-04-01,18,5.103775000000001,4.533622,0.570153,2,0.5701530000000004,3.3306690738754696e-16
LightGBM,2024-03-01,2024-04-01,19,3.011712,4.533622,-1.52191,1,-1.52191,0.0
LightGBM,2024-04-01,2024-05-01,0,1.365489,0.731367,0.634122,2,0.634122,0.0
LightGBM,2024-04-01,2024-05-01,1,0.9592149999999999,0.731367,0.22784800000000002,2,0.22784799999999994,-8.326672684688674e-17
LightGBM,2024-04-01,2024-05-01,2,4.345069,0.731367,3.613702,1,3.6137019999999995,-4.440892098500626e-16
LightGBM,2024-04-01,2024-05-01,3,1.6963035,0.731367,0.9649365,2,0.9649365,0.0
LightGBM,2024-04-01,2024-05-01,4,2.645571,0.731367,1.914204,1,1.9142039999999998,-2.220446049250313e-16
LightGBM,2024-04-01,2024-05-01,5,0.06603749999999999,0.731367,-0.6653295,2,-0.6653295,0.0
LightGBM,2024-04-01,2024-05-01,6,0.30191250000000003,0.731367,-0.4294545000000001,2,-0.42945449999999996,1.1102230246251565e-16
LightGBM,2024-04-01,2024-05-01,7,2.098992,0.731367,1.367625,1,1.3676249999999999,-2.220446049250313e-16
LightGBM,2024-04-01,2024-05-01,8,0.7726145,0.731367,0.0412475,2,0.04124749999999999,-6.938893903907228e-18
LightGBM,2024-04-01,2024-05-01,9,1.890275,0.731367,1.158908,1,1.1589079999999998,-2.220446049250313e-16
LightGBM,2024-04-01,2024-05-01,10,1.9347355,0.731367,1.2033685,2,1.2033684999999998,-2.220446049250313e-16
LightGBM,2024-04-01,2024-05-01,11,1.766648,0.731367,1.035281,2,1.035281,0.0
LightGBM,2024-04-01,2024-05-01,12,0.333982,0.731367,-0.397385,1,-0.397385,0.0
LightGBM,2024-04-01,2024-05-01,13,1.0908035,0.731367,0.35943650000000005,2,0.35943650000000005,0.0
LightGBM,2024-04-01,2024-05-01,14,-1.73968,0.731367,-2.471047,1,-2.471047,0.0
LightGBM,2024-04-01,2024-05-01,15,1.6108455,0.731367,0.8794784999999999,2,0.8794784999999999,0.0
LightGBM,2024-04-01,2024-05-01,16,2.0174374999999998,0.731367,1.2860705000000001,2,1.2860704999999997,-4.440892098500626e-16
LightGBM,2024-04-01,2024-05-01,17,2.317903,0.731367,1.586536,1,1.5865359999999997,-2.220446049250313e-16
LightGBM,2024-04-01,2024-05-01,18,2.600793,0.731367,1.869426,2,1.8694259999999998,-2.220446049250313e-16
LightGBM,2024-04-01,2024-05-01,19,0.885017,0.731367,0.15365,1,0.15365000000000006,5.551115123125783e-17
LightGBM,2024-05-01,2024-06-01,0,7.261967,7.051242,0.21072500000000002,2,0.21072500000000005,2.7755575615628914e-17
LightGBM,2024-05-01,2024-06-01,1,5.583335,7.051242,-1.4679069999999999,2,-1.4679070000000003,-4.440892098500626e-16
LightGBM,2024-05-01,2024-06-01,2,7.216369,7.051242,0.165127,1,0.16512700000000002,2.7755575615628914e-17
LightGBM,2024-05-01,2024-06-01,3,6.7912765,7.051242,-0.25996549999999996,2,-0.25996549999999985,1.1102230246251565e-16
LightGBM,2024-05-01,2024-06-01,4,7.99343,7.051242,0.942188,1,0.9421879999999998,-2.220446049250313e-16
LightGBM,2024-05-01,2024-06-01,5,5.701655499999999,7.051242,-1.3495865,2,-1.349586500000001,-8.881784197001252e-16
LightGBM,2024-05-01,2024-06-01,6,7.0086189999999995,7.051242,-0.04262300000000002,2,-0.042623000000000744,-7.216449660063518e-16
LightGBM,2024-05-01,2024-06-01,7,6.208431,7.051242,-0.842811,1,-0.8428110000000002,-2.220446049250313e-16
LightGBM,2024-05-01,2024-06-01,8,7.760734,7.051242,0.709492,2,0.709492,0.0
LightGBM,2024-05-01,2024-06-01,9,8.539354,7.051242,1.488112,1,1.4881119999999992,-8.881784197001252e-16
LightGBM,2024-05-01,2024-06-01,10,7.450919,7.051242,0.39967700000000006,2,0.3996769999999996,-4.440892098500626e-16
LightGBM,2024-05-01,2024-06-01,11,7.743783,7.051242,0.692541,2,0.6925409999999994,-5.551115123125783e-16
LightGBM,2024-05-01,2024-06-01,12,7.475505,7.051242,0.424263,1,0.42426299999999983,-1.6653345369377348e-16
LightGBM,2024-05-01,2024-06-01,13,4.8207895,7.051242,-2.2304525,2,-2.2304525,0.0
LightGBM,2024-05-01,2024-06-01,14,6.083416,7.051242,-0.967826,1,-0.9678260000000005,-5.551115123125783e-16
LightGBM,2024-05-01,2024-06-01,15,6.8173715,7.051242,-0.23387049999999998,2,-0.2338705000000001,-1.1102230246251565e-16
LightGBM,2024-05-01,2024-06-01,16,7.579040000000001,7.051242,0.527798,2,0.5277980000000007,6.661338147750939e-16
LightGBM,2024-05-01,2024-06-01,17,8.578565,7.051242,1.527323,1,1.527322999999999,-8.881784197001252e-16
LightGBM,2024-05-01,2024-06-01,18,6.592534,7.051242,-0.45870799999999995,2,-0.45870800000000056,-6.106226635438361e-16
LightGBM,2024-05-01,2024-06-01,19,8.725316,7.051242,1.674074,1,1.6740739999999992,-8.881784197001252e-16
LightGBM,2024-06-01,2024-07-01,0,4.716236,4.390997,0.32523900000000006,2,0.3252390000000007,6.661338147750939e-16
LightGBM,2024-06-01,2024-07-01,1,3.485473,4.390997,-0.905524,2,-0.9055239999999998,2.220446049250313e-16
LightGBM,2024-06-01,2024-07-01,2,2.65292,4.390997,-1.738077,1,-1.7380769999999997,4.440892098500626e-16
LightGBM,2024-06-01,2024-07-01,3,3.627701,4.390997,-0.763296,2,-0.7632959999999995,4.440892098500626e-16
LightGBM,2024-06-01,2024-07-01,4,2.7335715,4.390997,-1.6574255,2,-1.6574254999999996,4.440892098500626e-16
LightGBM,2024-06-01,2024-07-01,5,2.890179,4.390997,-1.500818,1,-1.5008179999999998,2.220446049250313e-16
LightGBM,2024-06-01,2024-07-01,6,3.53349,4.390997,-0.857507,2,-0.8575069999999996,4.440892098500626e-16
LightGBM,2024-06-01,2024-07-01,7,4.115265,4.390997,-0.27573200000000003,2,-0.27573199999999964,3.885780586188048e-16
LightGBM,2024-06-01,2024-07-01,8,4.793368,4.390997,0.402371,1,0.4023710000000005,4.996003610813204e-16
LightGBM,2024-06-01,2024-07-01,9,2.6015955,4.390997,-1.7894014999999999,2,-1.7894014999999994,4.440892098500626e-16
LightGBM,2024-06-01,2024-07-01,10,2.7462074999999997,4.390997,-1.6447895,2,-1.6447895,0.0
LightGBM,2024-06-01,2024-07-01,11,2.903931,4.390997,-1.487066,1,-1.4870659999999996,4.440892098500626e-16
LightGBM,2024-06-01,2024-07-01,12,2.628835,4.390997,-1.762162,2,-1.7621619999999996,4.440892098500626e-16
LightGBM,2024-06-01,2024-07-01,13,3.043444,4.390997,-1.347553,2,-1.3475529999999996,4.440892098500626e-16
LightGBM,2024-06-01,2024-07-01,14,3.403802,4.390997,-0.987195,1,-0.9871949999999994,6.661338147750939e-16
LightGBM,2024-06-01,2024-07-01,15,3.1875850000000003,4.390997,-1.2034120000000001,2,-1.2034119999999993,8.881784197001252e-16
LightGBM,2024-06-01,2024-07-01,16,3.0956755,4.390997,-1.2953215,2,-1.2953214999999996,4.440892098500626e-16
LightGBM,2024-06-01,2024-07-01,17,2.597585,4.390997,-1.793412,1,-1.7934119999999996,4.440892098500626e-16
LightGBM,2024-06-01,2024-07-01,18,3.8451174999999997,4.390997,-0.5458795000000001,2,-0.5458794999999999,2.220446049250313e-16
LightGBM,2024-06-01,2024-07-01,19,3.074992,4.390997,-1.316005,1,-1.3160049999999996,4.440892098500626e-16
LightGBM,2024-07-01,2024-08-01,0,1.244334,1.035556,0.20877800000000002,2,0.20877800000000013,1.1102230246251565e-16
LightGBM,2024-07-01,2024-08-01,1,2.6858495,1.035556,1.6502935,2,1.6502934999999999,-2.220446049250313e-16
LightGBM,2024-07-01,2024-08-01,2,1.956739,1.035556,0.921183,1,0.9211830000000001,1.1102230246251565e-16
LightGBM,2024-07-01,2024-08-01,3,1.9484675,1.035556,0.9129115,2,0.9129115000000001,1.1102230246251565e-16
LightGBM,2024-07-01,2024-08-01,4,2.5025015,1.035556,1.4669455,2,1.4669455000000002,2.220446049250313e-16
LightGBM,2024-07-01,2024-08-01,5,2.508834,1.035556,1.473278,1,1.4732779999999999,-2.220446049250313e-16
LightGBM,2024-07-01,2024-08-01,6,2.2604155,1.035556,1.2248595,2,1.2248595000000002,2.220446049250313e-16
LightGBM,2024-07-01,2024-08-01,7,1.10548,1.035556,0.06992399999999999,2,0.0699240000000001,1.1102230246251565e-16
LightGBM,2024-07-01,2024-08-01,8,4.061059,1.035556,3.025503,1,3.0255030000000005,4.440892098500626e-16
LightGBM,2024-07-01,2024-08-01,9,2.4018015,1.035556,1.3662455,2,1.3662455,0.0
LightGBM,2024-07-01,2024-08-01,10,1.9241074999999999,1.035556,0.8885514999999999,2,0.8885514999999999,0.0
LightGBM,2024-07-01,2024-08-01,11,1.724601,1.035556,0.689045,1,0.6890450000000001,1.1102230246251565e-16
LightGBM,2024-07-01,2024-08-01,12,1.7030465000000001,1.035556,0.6674905,2,0.6674905000000002,2.220446049250313e-16
LightGBM,2024-07-01,2024-08-01,13,2.231908,1.035556,1.196352,2,1.1963519999999999,-2.220446049250313e-16
LightGBM,2024-07-01,2024-08-01,14,-0.83931,1.035556,-1.874866,1,-1.874866,0.0
LightGBM,2024-07-01,2024-08-01,15,1.7705655,1.035556,0.7350095000000001,2,0.7350095000000001,0.0
LightGBM,2024-07-01,2024-08-01,16,1.880051,1.035556,0.844495,2,0.844495,0.0
LightGBM,2024-07-01,2024-08-01,17,-0.379166,1.035556,-1.414722,1,-1.4147219999999998,2.220446049250313e-16
LightGBM,2024-07-01,2024-08-01,18,2.1466675,1.035556,1.1111115,2,1.1111115,0.0
LightGBM,2024-07-01,2024-08-01,19,-0.881247,1.035556,-1.916803,1,-1.9168029999999998,2.220446049250313e-16
LightGBM,2024-08-01,2024-09-01,0,2.725385,2.166814,0.558571,2,0.5585710000000002,1.1102230246251565e-16
LightGBM,2024-08-01,2024-09-01,1,2.6120555000000003,2.166814,0.4452415,2,0.4452415000000003,2.7755575615628914e-16
LightGBM,2024-08-01,2024-09-01,2,2.708076,2.166814,0.541262,1,0.5412620000000001,1.1102230246251565e-16
LightGBM,2024-08-01,2024-09-01,3,2.601325,2.166814,0.434511,2,0.4345110000000001,1.1102230246251565e-16
LightGBM,2024-08-01,2024-09-01,4,2.3190299999999997,2.166814,0.15221600000000002,2,0.15221599999999968,-3.3306690738754696e-16
LightGBM,2024-08-01,2024-09-01,5,3.087091,2.166814,0.920277,1,0.920277,0.0
LightGBM,2024-08-01,2024-09-01,6,2.2734385,2.166814,0.10662450000000001,2,0.10662450000000012,1.1102230246251565e-16
LightGBM,2024-08-01,2024-09-01,7,2.822235,2.166814,0.655421,2,0.655421,0.0
LightGBM,2024-08-01,2024-09-01,8,3.26813,2.166814,1.101316,1,1.1013160000000002,2.220446049250313e-16
LightGBM,2024-08-01,2024-09-01,9,4.6311685,2.166814,2.4643545,2,2.4643545000000002,4.440892098500626e-16
LightGBM,2024-08-01,2024-09-01,10,1.82715,2.166814,-0.33966399999999997,2,-0.33966399999999997,0.0
LightGBM,2024-08-01,2024-09-01,11,0.056761,2.166814,-2.110053,1,-2.110053,0.0
LightGBM,2024-08-01,2024-09-01,12,3.6696695000000004,2.166814,1.5028555,2,1.5028555000000003,4.440892098500626e-16
LightGBM,2024-08-01,2024-09-01,13,2.386534,2.166814,0.21972,2,0.21972000000000014,1.3877787807814457e-16
LightGBM,2024-08-01,2024-09-01,14,2.621639,2.166814,0.454825,1,0.45482500000000003,5.551115123125783e-17
LightGBM,2024-08-01,2024-09-01,15,1.678375,2.166814,-0.48843900000000007,2,-0.48843900000000007,0.0
LightGBM,2024-08-01,2024-09-01,16,2.992082,2.166814,0.825268,2,0.8252679999999999,-1.1102230246251565e-16
LightGBM,2024-08-01,2024-09-01,17,2.300985,2.166814,0.134171,1,0.13417099999999982,-1.942890293094024e-16
LightGBM,2024-08-01,2024-09-01,18,1.92184,2.166814,-0.24497399999999997,2,-0.24497400000000003,-5.551115123125783e-17
LightGBM,2024-08-01,2024-09-01,19,2.992151,2.166814,0.825337,1,0.8253369999999998,-2.220446049250313e-16
LightGBM,2024-09-01,2024-10-01,0,-6.4411615,-6.352122,-0.0890395,2,-0.08903950000000016,-1.6653345369377348e-16
LightGBM,2024-09-01,2024-10-01,1,-5.187504499999999,-6.352122,1.1646174999999999,2,1.1646175000000003,4.440892098500626e-16
LightGBM,2024-09-01,2024-10-01,2,-3.006436,-6.352122,3.345686,1,3.3456859999999997,-4.440892098500626e-16
LightGBM,2024-09-01,2024-10-01,3,-7.1412665,-6.352122,-0.7891444999999999,2,-0.7891445000000008,-8.881784197001252e-16
LightGBM,2024-09-01,2024-10-01,4,-5.8718354999999995,-6.352122,0.48028649999999995,2,0.48028650000000006,1.1102230246251565e-16
LightGBM,2024-09-01,2024-10-01,5,-4.403874,-6.352122,1.948248,1,1.9482479999999995,-4.440892098500626e-16
LightGBM,2024-09-01,2024-10-01,6,-5.8461945,-6.352122,0.5059275,2,0.5059274999999994,-5.551115123125783e-16
LightGBM,2024-09-01,2024-10-01,7,-5.4672635,-6.352122,0.8848585,2,0.8848585,0.0
LightGBM,2024-09-01,2024-10-01,8,-5.138116,-6.352122,1.214006,1,1.2140059999999995,-4.440892098500626e-16
LightGBM,2024-09-01,2024-10-01,9,-4.8038834999999995,-6.352122,1.5482385,2,1.5482385,0.0
LightGBM,2024-09-01,2024-10-01,10,-5.735753,-6.352122,0.616369,2,0.6163689999999997,-2.220446049250313e-16
LightGBM,2024-09-01,2024-10-01,11,-6.715607,-6.352122,-0.363485,1,-0.3634850000000007,-7.216449660063518e-16
LightGBM,2024-09-01,2024-10-01,12,-5.7023435,-6.352122,0.6497785,2,0.6497785,0.0
LightGBM,2024-09-01,2024-10-01,13,-5.5374885,-6.352122,0.8146335,2,0.8146334999999993,-6.661338147750939e-16
LightGBM,2024-09-01,2024-10-01,14,-3.805693,-6.352122,2.546429,1,2.5464289999999994,-4.440892098500626e-16
LightGBM,2024-09-01,2024-10-01,15,-4.380961,-6.352122,1.971161,2,1.9711609999999995,-4.440892098500626e-16
LightGBM,2024-09-01,2024-10-01,16,-5.5231745,-6.352122,0.8289475,2,0.8289475,0.0
LightGBM,2024-09-01,2024-10-01,17,-3.544983,-6.352122,2.807139,1,2.8071389999999994,-4.440892098500626e-16
LightGBM,2024-09-01,2024-10-01,18,-5.6962665,-6.352122,0.6558555,2,0.6558554999999995,-5.551115123125783e-16
LightGBM,2024-09-01,2024-10-01,19,-6.56817,-6.352122,-0.216048,1,-0.21604800000000068,-6.938893903907228e-16
LightGBM,2024-10-01,2024-11-01,0,-0.03271399999999999,0.045826,-0.07854,2,-0.07854,0.0
LightGBM,2024-10-01,2024-11-01,1,0.4734165,0.045826,0.4275905,2,0.42759050000000004,5.551115123125783e-17
LightGBM,2024-10-01,2024-11-01,2,0.274599,0.045826,0.228773,1,0.22877299999999998,-2.7755575615628914e-17
LightGBM,2024-10-01,2024-11-01,3,0.9971565,0.045826,0.9513305000000001,2,0.9513305,-1.1102230246251565e-16
LightGBM,2024-10-01,2024-11-01,4,0.12977550000000002,0.045826,0.08394950000000001,2,0.08394950000000001,0.0
LightGBM,2024-10-01,2024-11-01,5,2.297428,0.045826,2.251602,1,2.251602,0.0
LightGBM,2024-10-01,2024-11-01,6,1.3106935,0.045826,1.2648675,2,1.2648675,0.0
LightGBM,2024-10-01,2024-11-01,7,1.2237535,0.045826,1.1779275,2,1.1779275,0.0
LightGBM,2024-10-01,2024-11-01,8,0.125883,0.045826,0.080057,1,0.08005699999999999,-1.3877787807814457e-17
LightGBM,2024-10-01,2024-11-01,9,-0.1820705,0.045826,-0.2278965,2,-0.2278965,0.0
LightGBM,2024-10-01,2024-11-01,10,1.954086,0.045826,1.90826,2,1.90826,0.0
LightGBM,2024-10-01,2024-11-01,11,0.017741,0.045826,-0.028085,1,-0.028085,0.0
LightGBM,2024-10-01,2024-11-01,12,0.30057300000000003,0.045826,0.25474699999999995,2,0.25474700000000006,1.1102230246251565e-16
LightGBM,2024-10-01,2024-11-01,13,0.10363100000000003,0.045826,0.057804999999999995,2,0.05780500000000003,3.469446951953614e-17
LightGBM,2024-10-01,2024-11-01,14,0.352726,0.045826,0.3069,1,0.3069,0.0
LightGBM,2024-10-01,2024-11-01,15,0.11447399999999996,0.045826,0.06864799999999999,2,0.06864799999999996,-2.7755575615628914e-17
LightGBM,2024-10-01,2024-11-01,16,1.0063945,0.045826,0.9605684999999999,2,0.9605685,1.1102230246251565e-16
LightGBM,2024-10-01,2024-11-01,17,1.272534,0.045826,1.226708,1,1.2267080000000001,2.220446049250313e-16
LightGBM,2024-10-01,2024-11-01,18,0.22255799999999998,0.045826,0.176732,2,0.17673199999999997,-2.7755575615628914e-17
LightGBM,2024-10-01,2024-11-01,19,0.16613,0.045826,0.120304,1,0.120304,0.0
LightGBM,2024-11-01,2024-12-01,0,0.5167835000000001,-1.36551,1.8822934999999998,2,1.8822935,2.220446049250313e-16
LightGBM,2024-11-01,2024-12-01,1,-0.14394099999999999,-1.36551,1.2215690000000001,2,1.2215690000000001,0.0
LightGBM,2024-11-01,2024-12-01,2,-0.69535,-1.36551,0.67016,1,0.67016,0.0
LightGBM,2024-11-01,2024-12-01,3,-0.3556255,-1.36551,1.0098845,2,1.0098845,0.0
LightGBM,2024-11-01,2024-12-01,4,-0.9511915,-1.36551,0.41431850000000003,2,0.41431850000000003,0.0
LightGBM,2024-11-01,2024-12-01,5,-1.386799,-1.36551,-0.021289,1,-0.02128899999999989,1.0755285551056204e-16
LightGBM,2024-11-01,2024-12-01,6,-1.504864,-1.36551,-0.139354,2,-0.13935399999999998,2.7755575615628914e-17
LightGBM,2024-11-01,2024-12-01,7,-0.6704665000000001,-1.36551,0.6950435,2,0.6950434999999999,-1.1102230246251565e-16
LightGBM,2024-11-01,2024-12-01,8,-2.136573,-1.36551,-0.771063,1,-0.7710629999999998,2.220446049250313e-16
LightGBM,2024-11-01,2024-12-01,9,1.6421700000000001,-1.36551,3.00768,2,3.00768,0.0
LightGBM,2024-11-01,2024-12-01,10,0.3506875,-1.36551,1.7161975,2,1.7161975,0.0
LightGBM,2024-11-01,2024-12-01,11,-1.596052,-1.36551,-0.230542,1,-0.23054200000000002,-2.7755575615628914e-17
LightGBM,2024-11-01,2024-12-01,12,0.314668,-1.36551,1.6801780000000002,2,1.680178,-2.220446049250313e-16
LightGBM,2024-11-01,2024-12-01,13,0.6820615,-1.36551,2.0475715,2,2.0475715,0.0
LightGBM,2024-11-01,2024-12-01,14,-1.209364,-1.36551,0.156146,1,0.1561459999999999,-1.1102230246251565e-16
LightGBM,2024-11-01,2024-12-01,15,-1.685889,-1.36551,-0.320379,2,-0.32037899999999997,5.551115123125783e-17
