scheme_name,month_date,target_month,rf_probability,monthly_return_percent,benchmark_monthly_return_percent,excess_return_percent,rank,funds_in_month,portfolio,model_name,probability_column,xgb_probability,lgbm_probability,average_probability
Motilal Oswal Focused Fund,2025-11-01,2025-12-01,,-0.208017,-0.257308,0.049291,80.0,81,19,LightGBM,lgbm_probability,,0.03737788462400372,
Navi Flexi Cap Fund,2025-11-01,2025-12-01,,-0.245595,-0.257308,0.011713,76.0,81,18,LightGBM,lgbm_probability,,0.0756013787294599,
Nippon India ELSS Tax Saver Fund,2025-11-01,2025-12-01,,-1.203181,-0.257308,-0.945873,21.0,81,4,LightGBM,lgbm_probability,,0.6457488170617095,
Nippon India Flexi Cap Fund,2025-11-01,2025-12-01,,-0.517432,-0.257308,-0.260124,26.0,81,6,LightGBM,lgbm_probability,,0.5817022583109666,
Nippon India Value Fund,2025-11-01,2025-12-01,,-0.685983,-0.257308,-0.428675,40.0,81,9,LightGBM,lgbm_probability,,0.43846230843222445,
Parag Parikh ELSS Tax Saver Fund,2025-11-01,2025-12-01,,0.007526,-0.257308,0.264834,56.0,81,13,LightGBM,lgbm_probability,,0.31014088475690865,
Parag Parikh Flexi Cap Fund,2025-11-01,2025-12-01,,0.243417,-0.257308,0.500725,49.0,81,11,LightGBM,lgbm_probability,,0.3746380145509294,
PGIM India ELSS Tax Saver Fund,2025-11-01,2025-12-01,,-1.4174,-0.257308,-1.160092,68.0,81,16,LightGBM,lgbm_probability,,0.17803514136745247,
PGIM India Flexi Cap Fund,2025-11-01,2025-12-01,,-1.367366,-0.257308,-1.110058,28.0,81,6,LightGBM,lgbm_probability,,0.5484797604720059,
Quant ELSS Tax Saver Fund,2025-11-01,2025-12-01,,-0.744707,-0.257308,-0.487399,22.0,81,5,LightGBM,lgbm_probability,,0.6417100645783097,
Quant Flexi Cap Fund,2025-11-01,2025-12-01,,-0.763537,-0.257308,-0.506229,35.0,81,8,LightGBM,lgbm_probability,,0.477772744000426,
Quant Focused Fund,2025-11-01,2025-12-01,,-0.601642,-0.257308,-0.344334,50.0,81,12,LightGBM,lgbm_probability,,0.35015388815098936,
Shriram ELSS Tax Saver Fund,2025-11-01,2025-12-01,,-0.508466,-0.257308,-0.251158,74.0,81,18,LightGBM,lgbm_probability,,0.095603724546493,
Shriram Flexi Cap Fund,2025-11-01,2025-12-01,,-0.539523,-0.257308,-0.282215,73.0,81,17,LightGBM,lgbm_probability,,0.10040726775427838,
Sundaram Dividend Yield Fund,2025-11-01,2025-12-01,,0.114626,-0.257308,0.371934,29.0,81,6,LightGBM,lgbm_probability,,0.5309783092534875,
Sundaram ELSS Tax Saver Fund,2025-11-01,2025-12-01,,0.090844,-0.257308,0.348152,44.0,81,10,LightGBM,lgbm_probability,,0.40959161019314305,
Sundaram Focused Fund,2025-11-01,2025-12-01,,0.380988,-0.257308,0.638296,69.0,81,16,LightGBM,lgbm_probability,,0.16489047226512066,
Sundaram Value Fund,2025-11-01,2025-12-01,,0.544504,-0.257308,0.801812,58.0,81,14,LightGBM,lgbm_probability,,0.2976852580342606,
Tata Business Cycle Fund,2025-11-01,2025-12-01,,-0.385275,-0.257308,-0.127967,2.0,81,0,LightGBM,lgbm_probability,,0.9123045725850949,
Tata Dividend Yield Fund,2025-11-01,2025-12-01,,0.271851,-0.257308,0.529159,75.0,81,18,LightGBM,lgbm_probability,,0.08564095388323467,
Tata ELSS Fund,2025-11-01,2025-12-01,,-0.153249,-0.257308,0.104059,81.0,81,19,LightGBM,lgbm_probability,,0.00404212065439533,
Tata Flexi Cap Fund,2025-11-01,2025-12-01,,0.319714,-0.257308,0.577022,17.0,81,3,LightGBM,lgbm_probability,,0.6933868529901832,
Tata Focused Fund,2025-11-01,2025-12-01,,-0.690823,-0.257308,-0.433515,79.0,81,19,LightGBM,lgbm_probability,,0.043686408600646404,
Tata Value Fund,2025-11-01,2025-12-01,,0.451082,-0.257308,0.70839,18.0,81,4,LightGBM,lgbm_probability,,0.6695609659952374,
UTI Dividend Yield Fund,2025-11-01,2025-12-01,,0.468304,-0.257308,0.725612,13.0,81,2,LightGBM,lgbm_probability,,0.7118927855939943,
UTI ELSS Tax Saver Fund,2025-11-01,2025-12-01,,0.052909,-0.257308,0.310217,57.0,81,13,LightGBM,lgbm_probability,,0.3099025998205698,
UTI Flexi Cap Fund,2025-11-01,2025-12-01,,-2.017164,-0.257308,-1.759856,78.0,81,19,LightGBM,lgbm_probability,,0.05956999975706772,
UTI Focused Fund,2025-11-01,2025-12-01,,-0.474165,-0.257308,-0.216857,27.0,81,6,LightGBM,lgbm_probability,,0.5727259777988145,
UTI Value Fund,2025-11-01,2025-12-01,,0.429924,-0.257308,0.687232,23.0,81,5,LightGBM,lgbm_probability,,0.6311565200202665,
Aditya Birla Sun Life Dividend Yield Fund,2025-12-01,2026-01-01,,1.245475,-3.273242,4.518717,9.0,85,1,LightGBM,lgbm_probability,,0.7098416552393195,
Aditya Birla Sun Life ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-1.933267,-3.273242,1.339975,17.0,85,3,LightGBM,lgbm_probability,,0.6409273760347957,
Aditya Birla Sun Life Flexi Cap Fund,2025-12-01,2026-01-01,,-2.968614,-3.273242,0.304628,25.0,85,5,LightGBM,lgbm_probability,,0.5844819278854396,
Aditya Birla Sun Life Focused Fund,2025-12-01,2026-01-01,,-1.492715,-3.273242,1.780527,56.0,85,12,LightGBM,lgbm_probability,,0.29978682440258325,
Aditya Birla Sun Life Value Fund,2025-12-01,2026-01-01,,-2.418382,-3.273242,0.85486,16.0,85,3,LightGBM,lgbm_probability,,0.6413724635556974,
Axis ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.041023,-3.273242,0.232219,55.0,85,12,LightGBM,lgbm_probability,,0.3091330565227864,
Axis Flexi Cap Fund,2025-12-01,2026-01-01,,-2.67434,-3.273242,0.598902,2.0,85,0,LightGBM,lgbm_probability,,0.909152819802691,
Axis Focused Fund,2025-12-01,2026-01-01,,-3.766419,-3.273242,-0.493177,18.0,85,4,LightGBM,lgbm_probability,,0.635192908963295,
Axis Innovation Fund,2025-12-01,2026-01-01,,-3.656126,-3.273242,-0.382884,51.0,85,11,LightGBM,lgbm_probability,,0.3209585434609935,
Baroda BNP Paribas ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-2.727373,-3.273242,0.545869,70.0,85,16,LightGBM,lgbm_probability,,0.16410910381016122,
Baroda BNP Paribas Focused Fund,2025-12-01,2026-01-01,,-4.319112,-3.273242,-1.04587,73.0,85,16,LightGBM,lgbm_probability,,0.14965747098581636,
DSP ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-1.944057,-3.273242,1.329185,45.0,85,10,LightGBM,lgbm_probability,,0.34618139077220045,
DSP Flexi Cap Fund,2025-12-01,2026-01-01,,-2.753139,-3.273242,0.520103,75.0,85,17,LightGBM,lgbm_probability,,0.14105284062897394,
DSP Focused Fund,2025-12-01,2026-01-01,,-2.584701,-3.273242,0.688541,54.0,85,12,LightGBM,lgbm_probability,,0.31430726335644615,
DSP Value Fund,2025-12-01,2026-01-01,,0.847281,-3.273242,4.120523,44.0,85,10,LightGBM,lgbm_probability,,0.34829501322351,
Edelweiss ELSS Tax saver Fund,2025-12-01,2026-01-01,,-2.365794,-3.273242,0.907448,14.0,85,3,LightGBM,lgbm_probability,,0.6472785889605768,
Edelweiss Flexi Cap Fund,2025-12-01,2026-01-01,,-1.936081,-3.273242,1.337161,10.0,85,2,LightGBM,lgbm_probability,,0.6791798127209686,
Franklin India ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-2.751835,-3.273242,0.521407,8.0,85,1,LightGBM,lgbm_probability,,0.7194083112935801,
Franklin India Flexi Cap Fund,2025-12-01,2026-01-01,,-2.490162,-3.273242,0.78308,48.0,85,11,LightGBM,lgbm_probability,,0.3317430098520383,
Franklin India Focused Equity Fund,2025-12-01,2026-01-01,,-2.921789,-3.273242,0.351453,22.0,85,4,LightGBM,lgbm_probability,,0.5959693271727913,
Franklin India Opportunities Fund,2025-12-01,2026-01-01,,-2.718802,-3.273242,0.55444,21.0,85,4,LightGBM,lgbm_probability,,0.5970410149010126,
HDFC Dividend Yield Fund,2025-12-01,2026-01-01,,-2.824484,-3.273242,0.448758,69.0,85,16,LightGBM,lgbm_probability,,0.18503455054657017,
HDFC ELSS Tax saver,2025-12-01,2026-01-01,,-2.297385,-3.273242,0.975857,42.0,85,9,LightGBM,lgbm_probability,,0.36080468704912255,
HDFC Flexi Cap Fund,2025-12-01,2026-01-01,,-1.269667,-3.273242,2.003575,76.0,85,17,LightGBM,lgbm_probability,,0.11057615237445167,
HDFC Focused Fund,2025-12-01,2026-01-01,,-1.894084,-3.273242,1.379158,63.0,85,14,LightGBM,lgbm_probability,,0.24789608980474478,
HDFC Value Fund,2025-12-01,2026-01-01,,-2.075634,-3.273242,1.197608,35.0,85,8,LightGBM,lgbm_probability,,0.4591413354601546,
HSBC Business Cycles Fund,2025-12-01,2026-01-01,,-4.150956,-3.273242,-0.877714,1.0,85,0,LightGBM,lgbm_probability,,0.9641928783984105,
HSBC ELSS Tax saver Fund,2025-12-01,2026-01-01,,-3.033578,-3.273242,0.239664,4.0,85,0,LightGBM,lgbm_probability,,0.853828904567367,
HSBC Flexi Cap Fund,2025-12-01,2026-01-01,,-2.871356,-3.273242,0.401886,13.0,85,2,LightGBM,lgbm_probability,,0.6475689629663539,
HSBC Focused Fund,2025-12-01,2026-01-01,,-2.772649,-3.273242,0.500593,41.0,85,9,LightGBM,lgbm_probability,,0.37108509381431015,
HSBC Tax Saver Equity Fund,2025-12-01,2026-01-01,,-6.151567,-3.273242,-2.878325,28.0,85,6,LightGBM,lgbm_probability,,0.55695609295721,
HSBC Value Fund,2025-12-01,2026-01-01,,-1.561298,-3.273242,1.711944,23.0,85,5,LightGBM,lgbm_probability,,0.5936295876179126,
ICICI Prudential Business Cycle Fund,2025-12-01,2026-01-01,,-2.345181,-3.273242,0.928061,26.0,85,5,LightGBM,lgbm_probability,,0.5616915137932522,
ICICI Prudential Dividend Yield Equity Fund,2025-12-01,2026-01-01,,-1.674252,-3.273242,1.59899,30.0,85,6,LightGBM,lgbm_probability,,0.5490940039348539,
ICICI Prudential ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.292927,-3.273242,-0.019685,36.0,85,8,LightGBM,lgbm_probability,,0.4506351152401709,
ICICI Prudential India Opportunities Fund,2025-12-01,2026-01-01,,-1.258775,-3.273242,2.014467,39.0,85,8,LightGBM,lgbm_probability,,0.40091952708475104,
ICICI Prudential Value Fund,2025-12-01,2026-01-01,,-2.559901,-3.273242,0.713341,31.0,85,7,LightGBM,lgbm_probability,,0.5322471299500741,
ITI ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-6.064342,-3.273242,-2.7911,6.0,85,1,LightGBM,lgbm_probability,,0.7825408457279287,
ITI Value Fund,2025-12-01,2026-01-01,,-2.782515,-3.273242,0.490727,80.0,85,18,LightGBM,lgbm_probability,,0.05797327516707417,
Kotak Contra Fund,2025-12-01,2026-01-01,,-2.366371,-3.273242,0.906871,24.0,85,5,LightGBM,lgbm_probability,,0.5884535376249718,
Kotak ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-2.052376,-3.273242,1.220866,29.0,85,6,LightGBM,lgbm_probability,,0.554433126281106,
Kotak Flexi Cap Fund,2025-12-01,2026-01-01,,-0.401855,-3.273242,2.871387,74.0,85,17,LightGBM,lgbm_probability,,0.14552900138526503,
Kotak Focused Fund,2025-12-01,2026-01-01,,-1.187609,-3.273242,2.085633,83.0,85,19,LightGBM,lgbm_probability,,0.028635582296263697,
LIC MF Dividend Yield Fund,2025-12-01,2026-01-01,,-3.964291,-3.273242,-0.691049,12.0,85,2,LightGBM,lgbm_probability,,0.6544727406293755,
LIC MF ELSS Tax Saver,2025-12-01,2026-01-01,,-3.502648,-3.273242,-0.229406,33.0,85,7,LightGBM,lgbm_probability,,0.519027988901655,
LIC MF Flexi Cap Fund,2025-12-01,2026-01-01,,-4.295341,-3.273242,-1.022099,49.0,85,11,LightGBM,lgbm_probability,,0.3273818636114763,
LIC MF Focused Fund,2025-12-01,2026-01-01,,-5.09452,-3.273242,-1.821278,19.0,85,4,LightGBM,lgbm_probability,,0.6200362244204992,
LIC MF Value Fund,2025-12-01,2026-01-01,,-2.469631,-3.273242,0.803611,84.0,85,19,LightGBM,lgbm_probability,,0.027267982799441585,
Mahindra Manulife ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.154434,-3.273242,0.118808,61.0,85,14,LightGBM,lgbm_probability,,0.2554343187753365,
Mahindra Manulife Flexi Cap Fund,2025-12-01,2026-01-01,,-3.080662,-3.273242,0.19258,68.0,85,15,LightGBM,lgbm_probability,,0.1864696832133921,
Mahindra Manulife Focused Fund,2025-12-01,2026-01-01,,-1.030986,-3.273242,2.242256,59.0,85,13,LightGBM,lgbm_probability,,0.2704301075365491,
Mirae Asset ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.476272,-3.273242,-0.20303,38.0,85,8,LightGBM,lgbm_probability,,0.401720366440101,
Mirae Asset Focused Fund,2025-12-01,2026-01-01,,-5.6938,-3.273242,-2.420558,77.0,85,17,LightGBM,lgbm_probability,,0.07733218043785438,
Motilal Oswal ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.672223,-3.273242,-0.398981,58.0,85,13,LightGBM,lgbm_probability,,0.27350851285718836,
Motilal Oswal Flexi Cap Fund,2025-12-01,2026-01-01,,-4.562469,-3.273242,-1.289227,64.0,85,14,LightGBM,lgbm_probability,,0.2385234906812975,
Motilal Oswal Focused Fund,2025-12-01,2026-01-01,,-3.717558,-3.273242,-0.444316,34.0,85,7,LightGBM,lgbm_probability,,0.46085773630599774,
Navi Flexi Cap Fund,2025-12-01,2026-01-01,,-3.643171,-3.273242,-0.369929,79.0,85,18,LightGBM,lgbm_probability,,0.0663241462191327,
Nippon India ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-2.023484,-3.273242,1.249758,20.0,85,4,LightGBM,lgbm_probability,,0.601424852787204,
Nippon India Flexi Cap Fund,2025-12-01,2026-01-01,,-4.065307,-3.273242,-0.792065,62.0,85,14,LightGBM,lgbm_probability,,0.25371618501464877,
Nippon India Value Fund,2025-12-01,2026-01-01,,-2.169738,-3.273242,1.103504,78.0,85,18,LightGBM,lgbm_probability,,0.07059933673946263,
Parag Parikh ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.387181,-3.273242,-0.113939,7.0,85,1,LightGBM,lgbm_probability,,0.7690558496171596,
Parag Parikh Flexi Cap Fund,2025-12-01,2026-01-01,,-1.733408,-3.273242,1.539834,3.0,85,0,LightGBM,lgbm_probability,,0.8634728549259801,
PGIM India ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-4.015865,-3.273242,-0.742623,82.0,85,19,LightGBM,lgbm_probability,,0.055629898569650726,
PGIM India Flexi Cap Fund,2025-12-01,2026-01-01,,-3.465804,-3.273242,-0.192562,57.0,85,13,LightGBM,lgbm_probability,,0.2747766672759205,
Quant ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-5.288602,-3.273242,-2.01536,43.0,85,9,LightGBM,lgbm_probability,,0.3581472150099853,
Quant Flexi Cap Fund,2025-12-01,2026-01-01,,-5.294112,-3.273242,-2.02087,53.0,85,12,LightGBM,lgbm_probability,,0.31697386909242603,
Quant Focused Fund,2025-12-01,2026-01-01,,-4.184327,-3.273242,-0.911085,11.0,85,2,LightGBM,lgbm_probability,,0.6702495319534403,
Quant Value Fund,2025-12-01,2026-01-01,,-5.237872,-3.273242,-1.96463,5.0,85,0,LightGBM,lgbm_probability,,0.8274516071108122,
Shriram ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.167371,-3.273242,0.105871,27.0,85,6,LightGBM,lgbm_probability,,0.5593691561333599,
Shriram Flexi Cap Fund,2025-12-01,2026-01-01,,-3.178671,-3.273242,0.094571,37.0,85,8,LightGBM,lgbm_probability,,0.444327827481816,
Sundaram Dividend Yield Fund,2025-12-01,2026-01-01,,-1.114532,-3.273242,2.15871,67.0,85,15,LightGBM,lgbm_probability,,0.1899592122826806,
Sundaram ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.385803,-3.273242,-0.112561,15.0,85,3,LightGBM,lgbm_probability,,0.643050590777545,
Sundaram Focused Fund,2025-12-01,2026-01-01,,-3.504511,-3.273242,-0.231269,46.0,85,10,LightGBM,lgbm_probability,,0.3412397332225925,
Sundaram Value Fund,2025-12-01,2026-01-01,,-3.132766,-3.273242,0.140476,32.0,85,7,LightGBM,lgbm_probability,,0.5233785575316074,
Tata Business Cycle Fund,2025-12-01,2026-01-01,,-3.658567,-3.273242,-0.385325,50.0,85,11,LightGBM,lgbm_probability,,0.3234609179179656,
Tata Dividend Yield Fund,2025-12-01,2026-01-01,,-2.313505,-3.273242,0.959737,81.0,85,18,LightGBM,lgbm_probability,,0.05589229696472127,
Tata ELSS Fund,2025-12-01,2026-01-01,,-3.419167,-3.273242,-0.145925,85.0,85,19,LightGBM,lgbm_probability,,0.0014952041421141507,
Tata Flexi Cap Fund,2025-12-01,2026-01-01,,-3.336799,-3.273242,-0.063557,40.0,85,9,LightGBM,lgbm_probability,,0.3902381484023882,
Tata Focused Fund,2025-12-01,2026-01-01,,-2.838867,-3.273242,0.434375,66.0,85,15,LightGBM,lgbm_probability,,0.20073871174689634,
Tata Value Fund,2025-12-01,2026-01-01,,-2.577982,-3.273242,0.69526,72.0,85,16,LightGBM,lgbm_probability,,0.15262732203626828,
UTI Dividend Yield Fund,2025-12-01,2026-01-01,,-1.288746,-3.273242,1.984496,47.0,85,10,LightGBM,lgbm_probability,,0.33778248475351874,
UTI ELSS Tax Saver Fund,2025-12-01,2026-01-01,,-3.362167,-3.273242,-0.088925,71.0,85,16,LightGBM,lgbm_probability,,0.15928422612556076,
UTI Flexi Cap Fund,2025-12-01,2026-01-01,,-4.759621,-3.273242,-1.486379,52.0,85,12,LightGBM,lgbm_probability,,0.3207372420376827,
UTI Focused Fund,2025-12-01,2026-01-01,,-2.978688,-3.273242,0.294554,60.0,85,13,LightGBM,lgbm_probability,,0.2586193731080226,
UTI Value Fund,2025-12-01,2026-01-01,,-2.980569,-3.273242,0.292673,65.0,85,15,LightGBM,lgbm_probability,,0.21648203976513167,
Axis Flexi Cap Fund,2024-01-01,2024-02-01,,3.476749,1.574078,1.902671,30.0,32,18,Combination,average_probability,,,0.29320231155282356
DSP ELSS Tax Saver Fund,2024-01-01,2024-02-01,,3.724196,1.574078,2.150118,29.0,32,17,Combination,average_probability,,,0.3151792685684112
DSP Flexi Cap Fund,2024-01-01,2024-02-01,,0.885235,1.574078,-0.688843,13.0,32,7,Combination,average_probability,,,0.7980398628644974
Edelweiss ELSS Tax saver Fund,2024-01-01,2024-02-01,,3.105058,1.574078,1.53098,28.0,32,16,Combination,average_probability,,,0.350966629010754
Edelweiss Flexi Cap Fund,2024-01-01,2024-02-01,,3.113537,1.574078,1.539459,26.0,32,15,Combination,average_probability,,,0.4020361112624853
Franklin India ELSS Tax Saver Fund,2024-01-01,2024-02-01,,3.185397,1.574078,1.611319,7.0,32,3,Combination,average_probability,,,0.8314303363754151
Franklin India Flexi Cap Fund,2024-01-01,2024-02-01,,2.999653,1.574078,1.425575,10.0,32,5,Combination,average_probability,,,0.8100604980550888
Franklin India Focused Equity Fund,2024-01-01,2024-02-01,,4.49679,1.574078,2.922712,24.0,32,14,Combination,average_probability,,,0.6743809180873915
Franklin India Opportunities Fund,2024-01-01,2024-02-01,,4.346663,1.574078,2.772585,1.0,32,0,Combination,average_probability,,,0.9281547562700404
HDFC ELSS Tax saver,2024-01-01,2024-02-01,,4.055237,1.574078,2.481159,5.0,32,2,Combination,average_probability,,,0.8412131159216455
HDFC Flexi Cap Fund,2024-01-01,2024-02-01,,4.252392,1.574078,2.678314,11.0,32,6,Combination,average_probability,,,0.8093745656078243
HDFC Focused Fund,2024-01-01,2024-02-01,,4.036855,1.574078,2.462777,22.0,32,13,Combination,average_probability,,,0.6870826152368975
HDFC Value Fund,2024-01-01,2024-02-01,,3.384377,1.574078,1.810299,14.0,32,8,Combination,average_probability,,,0.7939140897179916
HSBC Flexi Cap Fund,2024-01-01,2024-02-01,,4.262429,1.574078,2.688351,27.0,32,16,Combination,average_probability,,,0.39839393752322855
ICICI Prudential ELSS Tax Saver Fund,2024-01-01,2024-02-01,,3.919917,1.574078,2.345839,31.0,32,18,Combination,average_probability,,,0.17495626849667867
ICICI Prudential India Opportunities Fund,2024-01-01,2024-02-01,,3.343363,1.574078,1.769285,20.0,32,11,Combination,average_probability,,,0.7309088494786063
ITI ELSS Tax Saver Fund,2024-01-01,2024-02-01,,2.920871,1.574078,1.346793,3.0,32,1,Combination,average_probability,,,0.8524769747864425
Kotak ELSS Tax Saver Fund,2024-01-01,2024-02-01,,5.421958,1.574078,3.84788,16.0,32,9,Combination,average_probability,,,0.7763691784422914
LIC MF ELSS Tax Saver,2024-01-01,2024-02-01,,3.340626,1.574078,1.766548,12.0,32,6,Combination,average_probability,,,0.8068433167033353
LIC MF Flexi Cap Fund,2024-01-01,2024-02-01,,2.408153,1.574078,0.834075,2.0,32,0,Combination,average_probability,,,0.8533330765120484
Motilal Oswal ELSS Tax Saver Fund,2024-01-01,2024-02-01,,4.861023,1.574078,3.286945,25.0,32,15,Combination,average_probability,,,0.6606426063821231
Motilal Oswal Flexi Cap Fund,2024-01-01,2024-02-01,,3.849571,1.574078,2.275493,9.0,32,5,Combination,average_probability,,,0.8186868225771856
Navi Flexi Cap Fund,2024-01-01,2024-02-01,,2.41256,1.574078,0.838482,18.0,32,10,Combination,average_probability,,,0.7645371823236947
Parag Parikh ELSS Tax Saver Fund,2024-01-01,2024-02-01,,4.29321,1.574078,2.719132,6.0,32,3,Combination,average_probability,,,0.8402020697087701
Parag Parikh Flexi Cap Fund,2024-01-01,2024-02-01,,4.294344,1.574078,2.720266,17.0,32,10,Combination,average_probability,,,0.7735684676943885
PGIM India Flexi Cap Fund,2024-01-01,2024-02-01,,3.532847,1.574078,1.958769,19.0,32,11,Combination,average_probability,,,0.7599664753455619
Shriram ELSS Tax Saver Fund,2024-01-01,2024-02-01,,1.89555,1.574078,0.321472,23.0,32,13,Combination,average_probability,,,0.6805875566329768
Shriram Flexi Cap Fund,2024-01-01,2024-02-01,,2.221846,1.574078,0.647768,8.0,32,4,Combination,average_probability,,,0.8291519107368268
Sundaram ELSS Tax Saver Fund,2024-01-01,2024-02-01,,4.489883,1.574078,2.915805,4.0,32,1,Combination,average_probability,,,0.8469817878573265
UTI ELSS Tax Saver Fund,2024-01-01,2024-02-01,,0.783845,1.574078,-0.790233,21.0,32,12,Combination,average_probability,,,0.6973172684401753
UTI Flexi Cap Fund,2024-01-01,2024-02-01,,1.239782,1.574078,-0.334296,15.0,32,8,Combination,average_probability,,,0.7918531067835547
UTI Value Fund,2024-01-01,2024-02-01,,2.61172,1.574078,1.037642,32.0,32,19,Combination,average_probability,,,0.17181126730255228
Axis Flexi Cap Fund,2024-02-01,2024-03-01,,1.792414,3.2e-05,1.792382,27.0,32,16,Combination,average_probability,,,0.6506779213115305
DSP ELSS Tax Saver Fund,2024-02-01,2024-03-01,,-2.308027,3.2e-05,-2.308059,23.0,32,13,Combination,average_probability,,,0.7148487071091196
DSP Flexi Cap Fund,2024-02-01,2024-03-01,,-0.903344,3.2e-05,-0.903376,20.0,32,11,Combination,average_probability,,,0.7374463577380794
Edelweiss ELSS Tax saver Fund,2024-02-01,2024-03-01,,0.0,3.2e-05,-3.2e-05,19.0,32,11,Combination,average_probability,,,0.7481286427066808
Edelweiss Flexi Cap Fund,2024-02-01,2024-03-01,,0.340023,3.2e-05,0.339991,30.0,32,18,Combination,average_probability,,,0.5853509445785207
Franklin India ELSS Tax Saver Fund,2024-02-01,2024-03-01,,-0.60335,3.2e-05,-0.603382,16.0,32,9,Combination,average_probability,,,0.7858313977823275
Franklin India Flexi Cap Fund,2024-02-01,2024-03-01,,-0.540696,3.2e-05,-0.540728,25.0,32,15,Combination,average_probability,,,0.6699240468740871
Franklin India Focused Equity Fund,2024-02-01,2024-03-01,,0.749428,3.2e-05,0.749396,29.0,32,17,Combination,average_probability,,,0.6167247252003011
Franklin India Opportunities Fund,2024-02-01,2024-03-01,,-1.198766,3.2e-05,-1.198798,1.0,32,0,Combination,average_probability,,,0.9109638206667935
HDFC ELSS Tax saver,2024-02-01,2024-03-01,,-0.079831,3.2e-05,-0.079863,13.0,32,7,Combination,average_probability,,,0.8115945083185805
HDFC Flexi Cap Fund,2024-02-01,2024-03-01,,0.116542,3.2e-05,0.11651,2.0,32,0,Combination,average_probability,,,0.8821321279489697
HDFC Focused Fund,2024-02-01,2024-03-01,,0.411954,3.2e-05,0.411922,6.0,32,3,Combination,average_probability,,,0.8472012525713702
HDFC Value Fund,2024-02-01,2024-03-01,,-1.045843,3.2e-05,-1.045875,12.0,32,6,Combination,average_probability,,,0.8240533020828403
HSBC Flexi Cap Fund,2024-02-01,2024-03-01,,-0.677776,3.2e-05,-0.677808,15.0,32,8,Combination,average_probability,,,0.7961582457787525
ICICI Prudential ELSS Tax Saver Fund,2024-02-01,2024-03-01,,0.462177,3.2e-05,0.462145,26.0,32,15,Combination,average_probability,,,0.6553955687338165
ICICI Prudential India Opportunities Fund,2024-02-01,2024-03-01,,1.857783,3.2e-05,1.857751,17.0,32,10,Combination,average_probability,,,0.7781241042573525
ITI ELSS Tax Saver Fund,2024-02-01,2024-03-01,,0.388914,3.2e-05,0.388882,3.0,32,1,Combination,average_probability,,,0.8651332451077279
Kotak ELSS Tax Saver Fund,2024-02-01,2024-03-01,,0.674743,3.2e-05,0.674711,31.0,32,18,Combination,average_probability,,,0.480484575245718
LIC MF ELSS Tax Saver,2024-02-01,2024-03-01,,0.275848,3.2e-05,0.275816,14.0,32,8,Combination,average_probability,,,0.8042856097516289
LIC MF Flexi Cap Fund,2024-02-01,2024-03-01,,-0.355827,3.2e-05,-0.355859,8.0,32,4,Combination,average_probability,,,0.8422244673851478
Motilal Oswal ELSS Tax Saver Fund,2024-02-01,2024-03-01,,1.885959,3.2e-05,1.885927,22.0,32,13,Combination,average_probability,,,0.7152532433677776
Motilal Oswal Flexi Cap Fund,2024-02-01,2024-03-01,,1.280927,3.2e-05,1.280895,18.0,32,10,Combination,average_probability,,,0.7611878050599324
Navi Flexi Cap Fund,2024-02-01,2024-03-01,,-3.145843,3.2e-05,-3.145875,4.0,32,1,Combination,average_probability,,,0.8627477967077756
Parag Parikh ELSS Tax Saver Fund,2024-02-01,2024-03-01,,-1.805614,3.2e-05,-1.805646,24.0,32,14,Combination,average_probability,,,0.7123737614692575
Parag Parikh Flexi Cap Fund,2024-02-01,2024-03-01,,-0.745715,3.2e-05,-0.745747,7.0,32,3,Combination,average_probability,,,0.8465460951373397
PGIM India Flexi Cap Fund,2024-02-01,2024-03-01,,0.36384,3.2e-05,0.363808,21.0,32,12,Combination,average_probability,,,0.7289123400189245
Shriram ELSS Tax Saver Fund,2024-02-01,2024-03-01,,-2.030433,3.2e-05,-2.030465,10.0,32,5,Combination,average_probability,,,0.8269981114298156
Shriram Flexi Cap Fund,2024-02-01,2024-03-01,,-1.775879,3.2e-05,-1.775911,5.0,32,2,Combination,average_probability,,,0.855279990227268
Sundaram ELSS Tax Saver Fund,2024-02-01,2024-03-01,,0.516676,3.2e-05,0.516644,28.0,32,16,Combination,average_probability,,,0.6328124383060841
UTI ELSS Tax Saver Fund,2024-02-01,2024-03-01,,0.338275,3.2e-05,0.338243,11.0,32,6,Combination,average_probability,,,0.8267870365969107
